id,funded_amnt,term,int_rate,grade,sub_grade,annual_inc,dti,home_ownership,addr_state,purpose,loan_status,delinq_2yrs,pub_rec,pub_rec_bankruptcies,revol_util,open_acc,total_acc,verification_status,issue_d,social_security_number,ssn,ssnumber,ssnumber1,drivers_license,dl,member_id,emp_title,title,c_desc,zip_code,c_url
2927,12802.88, 36 months,9.95%,D,D1,129257.51,24.86,OTHER,OH,car,Current,3,2,1,26.37%,18,50,Not Verified,Oct-14,100002926,100002926,100002926,900002926,DL502926,DL502926,MEMBER-2927,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,586,https://example.com/loan/2927
2928,18673.5, 60 months,15.2%,E,E2,35835.3,18.99,NONE,IL,moving,Current,4,2,1,75.56%,17,8,Source Verified,Oct-10,100002927,100002927,100002927,900002927,DL502927,DL502927,MEMBER-2928,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,758,https://example.com/loan/2928
2929,28744.61, 36 months,6.05%,G,G4,111694.5,11.89,OTHER,IL,debt_consolidation,Current,0,1,0,89.69%,8,53,Source Verified,Oct-15,100002928,100002928,100002928,900002928,DL502928,DL502928,MEMBER-2929,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,957,https://example.com/loan/2929
2930,5946.47, 36 months,12.19%,C,C3,50831.55,14.6,OTHER,MI,car,Fully Paid,1,1,1,88.46%,21,26,Not Verified,May-12,100002929,100002929,100002929,900002929,DL502929,DL502929,MEMBER-2930,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,973,https://example.com/loan/2930
2931,4912.73, 36 months,23.51%,F,F1,150273.63,12.7,OWN,IL,car,Current,2,2,0,96.13%,18,5,Verified,Jan-14,100002930,100002930,100002930,900002930,DL502930,DL502930,MEMBER-2931,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,282,https://example.com/loan/2931
2932,13639.71, 36 months,15.01%,E,E2,130508.73,1.47,MORTGAGE,FL,vacation,Current,1,1,0,89.28%,26,52,Not Verified,Jun-14,100002931,100002931,100002931,900002931,DL502931,DL502931,MEMBER-2932,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,102,https://example.com/loan/2932
2933,31147.57, 60 months,18.47%,G,G1,102908.3,29.5,NONE,PA,educational,Current,2,3,0,30.49%,27,16,Verified,Oct-17,100002932,100002932,100002932,900002932,DL502932,DL502932,MEMBER-2933,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,482,https://example.com/loan/2933
2934,1505.62, 60 months,16.01%,C,C5,26249.6,14.01,OTHER,PA,other,Fully Paid,2,0,1,4.36%,1,43,Not Verified,May-08,100002933,100002933,100002933,900002933,DL502933,DL502933,MEMBER-2934,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,997,https://example.com/loan/2934
2935,14548.94, 36 months,13.94%,A,A5,138392.11,24.32,MORTGAGE,CA,renewable_energy,Current,1,2,1,51.99%,3,16,Source Verified,Sep-14,100002934,100002934,100002934,900002934,DL502934,DL502934,MEMBER-2935,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,558,https://example.com/loan/2935
2936,4418.18, 60 months,23.37%,G,G4,192130.5,10.73,NONE,NC,moving,Fully Paid,2,0,0,41.68%,5,12,Not Verified,Jul-10,100002935,100002935,100002935,900002935,DL502935,DL502935,MEMBER-2936,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,896,https://example.com/loan/2936
2937,5676.32, 60 months,11.65%,C,C5,176429.99,17.04,NONE,IL,major_purchase,Current,4,1,0,55.43%,6,34,Verified,Feb-13,100002936,100002936,100002936,900002936,DL502936,DL502936,MEMBER-2937,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,136,https://example.com/loan/2937
2938,27645.27, 60 months,19.71%,D,D5,74407.47,1.69,MORTGAGE,TX,debt_consolidation,Fully Paid,2,1,NA,19.84%,23,57,Not Verified,Mar-17,100002937,100002937,100002937,900002937,DL502937,DL502937,MEMBER-2938,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,470,https://example.com/loan/2938
2939,8650.58, 60 months,20.38%,G,G4,29924.8,1.19,OWN,NY,small_business,Fully Paid,4,3,1,42.11%,9,33,Source Verified,Feb-14,100002938,100002938,100002938,900002938,DL502938,DL502938,MEMBER-2939,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,123,https://example.com/loan/2939
2940,10805.08, 36 months,14.01%,G,G2,107231.37,4.78,MORTGAGE,NY,small_business,Fully Paid,2,2,NA,38.45%,15,31,Source Verified,Oct-10,100002939,100002939,100002939,900002939,DL502939,DL502939,MEMBER-2940,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,627,https://example.com/loan/2940
2941,9706.19, 60 months,12.46%,G,G2,152614.66,8.65,NONE,IL,other,Fully Paid,3,2,0,85.3%,1,28,Source Verified,May-09,100002940,100002940,100002940,900002940,DL502940,DL502940,MEMBER-2941,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,900,https://example.com/loan/2941
2942,29849.65, 36 months,21.78%,B,B3,143380.62,3.91,NONE,CA,home_improvement,Current,4,3,NA,15.38%,11,52,Verified,Mar-15,100002941,100002941,100002941,900002941,DL502941,DL502941,MEMBER-2942,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,579,https://example.com/loan/2942
2943,12814.51, 60 months,12.5%,E,E4,108568.05,12.99,MORTGAGE,CA,credit_card,Fully Paid,4,1,0,16.9%,12,53,Not Verified,Jun-12,100002942,100002942,100002942,900002942,DL502942,DL502942,MEMBER-2943,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,647,https://example.com/loan/2943
2944,20184.66, 60 months,17.77%,A,A1,166609.04,13.77,RENT,MI,medical,Current,3,2,1,63.37%,6,14,Verified,Nov-17,100002943,100002943,100002943,900002943,DL502943,DL502943,MEMBER-2944,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,730,https://example.com/loan/2944
2945,32359.96, 36 months,7.45%,A,A3,102370.05,21.47,NONE,CA,other,Current,2,2,2,19.38%,27,20,Source Verified,Dec-11,100002944,100002944,100002944,900002944,DL502944,DL502944,MEMBER-2945,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,118,https://example.com/loan/2945
2946,2125.03, 60 months,17.23%,F,F2,50193.95,28.6,RENT,CA,small_business,Fully Paid,3,3,NA,52.27%,10,16,Not Verified,Dec-11,100002945,100002945,100002945,900002945,DL502945,DL502945,MEMBER-2946,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,823,https://example.com/loan/2946
2947,29929.54, 60 months,21.35%,B,B5,126901.12,2.02,OWN,TX,debt_consolidation,Charged Off,1,2,0,2.9%,8,9,Not Verified,Jun-09,100002946,100002946,100002946,900002946,DL502946,DL502946,MEMBER-2947,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,231,https://example.com/loan/2947
2948,29368.46, 36 months,12.34%,E,E5,97507.03,23.98,MORTGAGE,TX,renewable_energy,Fully Paid,1,3,NA,95.5%,11,7,Verified,Feb-16,100002947,100002947,100002947,900002947,DL502947,DL502947,MEMBER-2948,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,843,https://example.com/loan/2948
2949,15712.34, 60 months,22.98%,C,C4,172496.39,26.7,OWN,TX,major_purchase,Fully Paid,0,0,0,8.76%,14,48,Source Verified,Sep-11,100002948,100002948,100002948,900002948,DL502948,DL502948,MEMBER-2949,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,957,https://example.com/loan/2949
2950,26646.4, 36 months,22.23%,G,G3,54704.21,0.58,OWN,CA,other,Fully Paid,4,0,NA,13.8%,14,47,Not Verified,Sep-11,100002949,100002949,100002949,900002949,DL502949,DL502949,MEMBER-2950,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,376,https://example.com/loan/2950
2951,6559.5, 60 months,21.91%,D,D4,164612.75,28.27,RENT,IL,major_purchase,Charged Off,2,3,1,2.49%,17,6,Source Verified,Jul-16,100002950,100002950,100002950,900002950,DL502950,DL502950,MEMBER-2951,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,776,https://example.com/loan/2951
2952,23502.0, 60 months,21.86%,G,G2,103532.85,28.62,RENT,NC,debt_consolidation,Fully Paid,0,1,2,93.14%,2,27,Source Verified,Oct-08,100002951,100002951,100002951,900002951,DL502951,DL502951,MEMBER-2952,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,337,https://example.com/loan/2952
2953,33108.06, 36 months,19.86%,F,F2,162649.41,5.36,MORTGAGE,NC,major_purchase,Current,0,1,NA,64.97%,23,40,Verified,Sep-12,100002952,100002952,100002952,900002952,DL502952,DL502952,MEMBER-2953,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,136,https://example.com/loan/2953
2954,18246.27, 60 months,14.35%,F,F1,98163.59,25.25,NONE,GA,moving,Fully Paid,4,3,1,58.34%,26,13,Not Verified,Nov-09,100002953,100002953,100002953,900002953,DL502953,DL502953,MEMBER-2954,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,250,https://example.com/loan/2954
2955,10904.73, 36 months,11.38%,G,G2,184979.47,3.75,NONE,TX,medical,Fully Paid,2,1,0,55.2%,10,9,Source Verified,Jul-08,100002954,100002954,100002954,900002954,DL502954,DL502954,MEMBER-2955,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,105,https://example.com/loan/2955
2956,17406.45, 36 months,9.98%,C,C4,27951.15,4.98,NONE,PA,house,Current,0,0,1,74.42%,4,6,Source Verified,Jun-10,100002955,100002955,100002955,900002955,DL502955,DL502955,MEMBER-2956,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,855,https://example.com/loan/2956
2957,2275.25, 60 months,20.72%,C,C1,50385.79,0.64,OTHER,NY,small_business,Current,3,2,NA,65.7%,3,14,Source Verified,Oct-09,100002956,100002956,100002956,900002956,DL502956,DL502956,MEMBER-2957,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,761,https://example.com/loan/2957
2958,14372.45, 60 months,16.7%,C,C5,42424.01,10.61,OWN,PA,small_business,Fully Paid,2,2,NA,70.26%,7,5,Verified,Feb-09,100002957,100002957,100002957,900002957,DL502957,DL502957,MEMBER-2958,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,738,https://example.com/loan/2958
2959,32986.27, 60 months,18.38%,F,F1,98961.1,8.66,OWN,OH,credit_card,Fully Paid,4,2,1,64.7%,14,21,Source Verified,Sep-11,100002958,100002958,100002958,900002958,DL502958,DL502958,MEMBER-2959,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,551,https://example.com/loan/2959
2960,26001.86, 36 months,17.91%,D,D1,140777.16,19.38,OTHER,CA,other,Charged Off,3,0,2,68.97%,13,10,Verified,May-11,100002959,100002959,100002959,900002959,DL502959,DL502959,MEMBER-2960,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,824,https://example.com/loan/2960
2961,3136.05, 60 months,21.12%,D,D2,130903.23,4.47,NONE,TX,other,Current,0,0,NA,55.74%,20,31,Verified,Sep-16,100002960,100002960,100002960,900002960,DL502960,DL502960,MEMBER-2961,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,839,https://example.com/loan/2961
2962,3982.88, 60 months,7.93%,F,F2,125479.49,18.62,OWN,PA,medical,Current,0,2,2,17.1%,27,6,Verified,Sep-15,100002961,100002961,100002961,900002961,DL502961,DL502961,MEMBER-2962,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,182,https://example.com/loan/2962
2963,23430.59, 36 months,14.35%,A,A5,194838.73,27.9,OWN,CA,renewable_energy,Current,1,3,1,51.61%,19,2,Verified,Feb-10,100002962,100002962,100002962,900002962,DL502962,DL502962,MEMBER-2963,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,600,https://example.com/loan/2963
2964,19214.87, 36 months,11.5%,D,D1,26598.8,16.33,RENT,IL,moving,Current,1,1,1,21.65%,16,9,Verified,Nov-16,100002963,100002963,100002963,900002963,DL502963,DL502963,MEMBER-2964,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,914,https://example.com/loan/2964
2965,29228.97, 36 months,17.34%,F,F5,50530.39,23.53,OTHER,NY,other,Charged Off,2,1,1,27.21%,18,18,Not Verified,Feb-10,100002964,100002964,100002964,900002964,DL502964,DL502964,MEMBER-2965,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,890,https://example.com/loan/2965
2966,28419.19, 36 months,23.01%,F,F5,66598.7,1.85,OWN,GA,moving,Fully Paid,4,1,0,64.56%,19,3,Verified,Jan-10,100002965,100002965,100002965,900002965,DL502965,DL502965,MEMBER-2966,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,800,https://example.com/loan/2966
2967,3415.3, 60 months,6.62%,C,C5,35709.64,8.99,NONE,MI,other,Fully Paid,3,1,2,60.64%,12,15,Not Verified,Apr-17,100002966,100002966,100002966,900002966,DL502966,DL502966,MEMBER-2967,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,719,https://example.com/loan/2967
2968,8928.87, 60 months,22.31%,E,E1,68701.34,6.87,OWN,OH,debt_consolidation,Fully Paid,0,0,1,31.7%,8,56,Verified,Jan-15,100002967,100002967,100002967,900002967,DL502967,DL502967,MEMBER-2968,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,109,https://example.com/loan/2968
2969,23960.65, 36 months,17.46%,F,F5,99778.06,3.12,NONE,NY,wedding,Current,1,2,0,37.71%,11,44,Not Verified,Sep-15,100002968,100002968,100002968,900002968,DL502968,DL502968,MEMBER-2969,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,954,https://example.com/loan/2969
2970,5321.76, 36 months,9.82%,G,G2,147188.43,9.03,RENT,GA,educational,Fully Paid,3,1,NA,93.82%,27,23,Verified,Jul-13,100002969,100002969,100002969,900002969,DL502969,DL502969,MEMBER-2970,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,472,https://example.com/loan/2970
2971,28738.06, 60 months,14.31%,F,F3,21389.79,17.95,MORTGAGE,PA,vacation,Fully Paid,3,3,NA,20.89%,1,7,Source Verified,Jun-15,100002970,100002970,100002970,900002970,DL502970,DL502970,MEMBER-2971,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,406,https://example.com/loan/2971
2972,18635.22, 36 months,10.49%,G,G2,178062.76,5.55,NONE,NY,major_purchase,Fully Paid,1,3,0,6.93%,16,14,Verified,Aug-17,100002971,100002971,100002971,900002971,DL502971,DL502971,MEMBER-2972,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,282,https://example.com/loan/2972
2973,18837.52, 60 months,12.27%,D,D4,187754.02,15.93,RENT,FL,debt_consolidation,Current,2,3,NA,67.93%,28,25,Source Verified,Nov-17,100002972,100002972,100002972,900002972,DL502972,DL502972,MEMBER-2973,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,994,https://example.com/loan/2973
2974,25748.17, 60 months,7.31%,E,E5,152679.41,29.24,OWN,GA,house,Fully Paid,0,2,0,93.58%,6,45,Verified,Apr-18,100002973,100002973,100002973,900002973,DL502973,DL502973,MEMBER-2974,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,539,https://example.com/loan/2974
2975,2273.91, 36 months,9.88%,D,D3,172314.72,27.42,RENT,TX,other,Fully Paid,3,2,1,92.49%,5,32,Not Verified,Nov-08,100002974,100002974,100002974,900002974,DL502974,DL502974,MEMBER-2975,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,514,https://example.com/loan/2975
2976,33862.34, 36 months,6.8%,A,A1,52873.81,21.21,OTHER,PA,medical,Fully Paid,1,2,1,39.42%,15,54,Verified,Jun-16,100002975,100002975,100002975,900002975,DL502975,DL502975,MEMBER-2976,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,649,https://example.com/loan/2976
2977,25601.48, 36 months,17.49%,E,E4,163337.28,12.9,OWN,GA,educational,Charged Off,2,3,0,87.07%,27,2,Verified,Feb-15,100002976,100002976,100002976,900002976,DL502976,DL502976,MEMBER-2977,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,679,https://example.com/loan/2977
2978,15561.58, 60 months,17.37%,E,E1,100096.63,14.08,NONE,PA,house,Fully Paid,4,3,0,65.16%,10,56,Not Verified,Oct-09,100002977,100002977,100002977,900002977,DL502977,DL502977,MEMBER-2978,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,966,https://example.com/loan/2978
2979,18716.08, 36 months,13.64%,C,C3,50982.11,6.64,MORTGAGE,GA,educational,Fully Paid,0,3,0,46.01%,23,56,Verified,Oct-12,100002978,100002978,100002978,900002978,DL502978,DL502978,MEMBER-2979,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,270,https://example.com/loan/2979
2980,4801.91, 60 months,19.89%,A,A5,180093.91,21.6,NONE,TX,major_purchase,Fully Paid,0,0,1,85.53%,22,8,Verified,Jul-17,100002979,100002979,100002979,900002979,DL502979,DL502979,MEMBER-2980,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,937,https://example.com/loan/2980
2981,10982.88, 36 months,10.98%,G,G5,185620.16,20.25,OWN,NY,car,Current,0,1,1,24.55%,25,23,Verified,Jan-13,100002980,100002980,100002980,900002980,DL502980,DL502980,MEMBER-2981,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,789,https://example.com/loan/2981
2982,30100.62, 36 months,16.29%,B,B1,178265.56,21.59,MORTGAGE,NY,credit_card,Fully Paid,4,2,NA,63.54%,3,40,Source Verified,Jun-11,100002981,100002981,100002981,900002981,DL502981,DL502981,MEMBER-2982,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,252,https://example.com/loan/2982
2983,22770.18, 36 months,24.42%,F,F2,26159.98,29.4,OWN,MI,wedding,Fully Paid,2,3,2,5.18%,3,51,Verified,Dec-14,100002982,100002982,100002982,900002982,DL502982,DL502982,MEMBER-2983,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,458,https://example.com/loan/2983
2984,507.02, 60 months,15.64%,G,G1,95451.25,3.66,OWN,OH,moving,Current,1,2,1,74.78%,2,20,Verified,Jan-18,100002983,100002983,100002983,900002983,DL502983,DL502983,MEMBER-2984,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,339,https://example.com/loan/2984
